datetime,open,high,low,close,tick_vol,spread
2025-01-07 12:30:00,2644.48,2644.75,2642.77,2643.36,3041,23.0
2025-01-07 12:55:00,2643.36,2646.95,2642.79,2643.42,7336,23.0
2025-01-07 13:20:00,2643.42,2646.76,2641.9,2646.6,6319,23.0
2025-01-07 13:45:00,2646.55,2651.41,2646.37,2649.66,8019,23.0
2025-01-07 14:10:00,2649.66,2650.58,2647.34,2648.94,6971,23.0
2025-01-07 14:35:00,2648.98,2652.72,2647.56,2651.68,8437,23.0
2025-01-07 15:00:00,2651.65,2661.05,2649.91,2659.79,19087,23.0
2025-01-07 15:25:00,2659.81,2662.83,2657.1,2660.46,21640,23.0
2025-01-07 15:50:00,2660.45,2664.27,2658.48,2658.48,20462,23.0
2025-01-07 16:15:00,2658.52,2662.91,2655.72,2661.93,17065,23.0
2025-01-07 16:40:00,2661.94,2662.98,2646.64,2647.15,20852,23.0
2025-01-07 17:05:00,2647.15,2653.57,2641.93,2651.29,29821,23.0
2025-01-07 17:30:00,2651.27,2652.14,2644.69,2648.43,23745,23.0
2025-01-07 17:55:00,2648.44,2653.67,2646.41,2653.31,19182,23.0
2025-01-07 18:20:00,2653.33,2654.85,2648.8,2654.13,20361,23.0
2025-01-07 18:45:00,2654.05,2655.62,2651.15,2652.67,15584,23.0
2025-01-07 19:10:00,2652.67,2656.05,2651.75,2653.42,11808,23.0
2025-01-07 19:35:00,2653.43,2653.87,2650.09,2652.4,14878,23.0
2025-01-07 20:00:00,2652.41,2652.58,2649.52,2650.95,11345,23.0
2025-01-07 20:25:00,2650.94,2651.86,2647.36,2648.3,13673,23.0
2025-01-07 20:50:00,2648.35,2649.83,2647.18,2649.2,9972,23.0
2025-01-07 21:15:00,2649.23,2649.31,2646.81,2648.31,7523,23.0
2025-01-07 21:40:00,2648.3,2650.37,2647.34,2648.31,8655,23.0
2025-01-07 22:05:00,2648.32,2649.37,2647.48,2648.25,6514,23.0
2025-01-07 22:30:00,2648.3,2651.1,2647.18,2650.94,8067,23.0
2025-01-07 22:55:00,2650.92,2651.46,2649.52,2649.78,2759,23.8
2025-01-07 23:20:00,2649.79,2650.2,2649.37,2649.54,1082,24.0
2025-01-07 23:45:00,2649.52,2649.88,2647.59,2648.21,740,24.0
2025-01-08 01:00:00,2648.32,2649.89,2648.18,2648.58,1351,25.2
2025-01-08 01:25:00,2648.59,2649.71,2648.58,2649.6,1077,23.0
2025-01-08 01:50:00,2649.73,2650.22,2648.64,2649.58,2409,23.0
2025-01-08 02:15:00,2649.61,2651.55,2649.61,2650.78,1984,23.0
2025-01-08 02:40:00,2650.79,2651.55,2648.08,2648.76,4344,23.0
2025-01-08 03:05:00,2648.87,2649.72,2647.49,2648.23,6748,23.0
2025-01-08 03:30:00,2648.21,2649.76,2647.06,2648.07,5444,23.0
2025-01-08 03:55:00,2648.03,2648.98,2646.97,2647.86,4135,23.0
2025-01-08 04:20:00,2647.98,2648.7,2645.84,2648.46,4442,23.0
2025-01-08 04:45:00,2648.45,2650.4,2647.92,2648.21,5064,23.0
2025-01-08 05:10:00,2648.2,2648.2,2646.61,2646.69,4749,23.0
2025-01-08 05:35:00,2646.82,2647.39,2645.49,2646.84,2836,23.0
2025-01-08 06:00:00,2646.82,2648.68,2646.55,2646.86,2845,23.0
2025-01-08 06:25:00,2646.83,2647.67,2645.77,2646.27,2308,23.0
2025-01-08 06:50:00,2646.15,2647.45,2645.1,2647.15,2277,23.0
2025-01-08 07:15:00,2647.14,2650.42,2646.88,2649.73,4770,23.0
2025-01-08 07:40:00,2649.74,2650.72,2648.83,2649.45,6430,23.0
2025-01-08 08:05:00,2649.44,2652.65,2648.88,2651.63,5397,23.0
2025-01-08 08:30:00,2651.63,2653.09,2650.51,2652.26,6941,23.0
2025-01-08 08:55:00,2652.23,2654.44,2651.73,2652.99,6168,23.0
2025-01-08 09:20:00,2652.99,2653.59,2651.66,2651.74,4929,23.0
2025-01-08 09:45:00,2651.75,2652.99,2650.42,2650.77,8072,23.0
2025-01-08 10:10:00,2650.78,2652.61,2649.47,2651.41,7653,23.0
2025-01-08 10:35:00,2651.4,2653.82,2650.77,2651.97,8222,23.0
2025-01-08 11:00:00,2651.98,2654.97,2651.74,2653.25,8899,23.0
2025-01-08 11:25:00,2653.24,2654.84,2652.31,2652.53,6769,23.0
2025-01-08 11:50:00,2652.54,2654.3,2652.38,2653.35,5508,23.0
2025-01-08 12:15:00,2653.35,2655.13,2652.64,2654.26,5500,23.0
2025-01-08 12:40:00,2654.25,2655.15,2651.66,2651.86,6263,23.0
2025-01-08 13:05:00,2651.76,2652.64,2648.63,2648.9,7704,23.0
